id,source,destination,bitrate
0,2,15,319.86816840005815
1,11,1,282.73386547204353
2,5,11,299.5399197855929
3,24,3,201.5629449930504
4,23,3,335.5058921662549
5,16,0,355.15023369095843
6,7,1,125.56505978564637
7,12,4,236.7799958573916
8,17,25,132.93626125385046
9,10,7,192.7129735537247
10,10,8,348.6740580840922
11,11,3,303.4330755981601
12,1,5,334.45164515037993
13,1,12,285.96887764049
14,9,24,268.3364762747624
15,2,17,223.44849804520445
16,11,6,125.54137583934184
17,25,9,300.2144822768467
18,14,11,199.6432583794724
19,24,6,278.6691954534988
20,25,7,361.23752764572464
21,13,0,123.21348948125076
22,11,20,293.02724891117265
23,0,24,227.6270324848091
24,23,9,354.7606722258734
25,16,7,187.2538201830115
26,1,4,275.6656428768597
27,1,7,149.87958314523559
28,22,11,250.66101979181622
29,2,18,356.7996889303797
30,4,20,280.69810995933153
31,18,1,145.35330802784023
32,4,7,330.34691336221164
33,10,25,204.173876716526
34,23,10,342.3024835536174
35,8,7,262.9537939305851
36,4,24,184.6856318516797
37,4,3,155.59726792631358
38,14,10,264.2989720840894
39,17,11,160.02233775054185
40,9,14,263.3284427384054
41,2,5,159.9201793094026
42,22,19,345.133609548871
43,10,4,189.6665188868128
44,7,11,346.69036047289
45,1,21,282.3481053970471
46,5,0,205.38877541866094
47,17,23,262.76325720637624
48,3,14,199.24927812873497
49,3,0,164.53377575879676
50,7,4,366.83784538538555
51,11,21,249.04736507055904
52,18,8,305.0435873528554
53,2,6,129.04222868911017
54,2,25,162.6766839711282
55,1,14,160.01498237612765
56,18,13,174.75680351920056
57,0,12,277.50519758913777
58,11,6,176.95631916764276
59,8,14,208.73262554597073
60,19,7,132.81161316219644
61,13,17,278.1705191775745
62,2,8,140.78965120611363
63,13,6,165.49082044672494
64,20,25,199.7544323395828
65,12,25,127.82533051496948
66,17,25,272.30663060990105
67,18,16,231.97532436657593
68,8,5,243.49009246144396
69,19,7,222.1864571073111
70,8,1,366.0823660266123
71,11,24,287.89428621001076
72,5,3,194.11775040788092
73,7,8,329.59847537472893
74,1,24,354.07847033111955
75,25,12,302.6757062153104
76,5,7,177.78091350733243
77,25,23,222.0553877121859
78,0,22,307.7955697546548
79,18,4,300.36264638547857
80,25,15,181.9295321774456
81,5,15,218.65120987631775
82,1,7,149.999241074597
83,0,16,192.13854094793865
84,10,19,123.18497930496014
85,10,22,163.09622281848007
86,1,0,224.16610060606607
87,22,4,307.8157990066007
88,11,2,287.5372716918633
89,21,12,344.8440297143815
90,10,9,153.4554021979102
91,5,23,165.3371243659949
92,15,20,322.3059000738834
93,22,17,177.45927242743844
94,7,21,233.72475881691997
95,12,9,176.66047325257486
96,5,23,162.26884866935458
97,18,12,340.9606718805087
98,5,19,133.03919411564368
99,7,20,314.6930502449085
