id,source,destination,bitrate
0,21,4,285.95803213176293
1,1,14,349.38962423423715
2,16,3,347.31309180515916
3,1,21,219.5949000759709
4,10,14,150.46388479962306
5,16,24,155.41969182466605
6,18,24,128.0811883730575
7,6,10,321.9336489537691
8,9,8,182.07650825191098
9,24,14,221.59446820938157
10,4,5,206.50961615682075
11,0,19,157.40715259835005
12,3,6,283.96811536280364
13,17,10,231.94154914133549
14,22,25,167.46863144852173
15,7,5,303.0138324487149
16,19,10,219.71062889700326
17,1,4,260.94941748108914
18,21,1,269.78951664708137
19,1,2,243.82310042535048
20,5,22,245.9357877112706
21,20,22,308.3078730675238
22,11,9,314.44369158555753
23,22,24,184.49071693845366
24,24,14,147.33314774560273
25,2,25,163.09213462505602
26,14,9,152.7638902588227
27,7,4,271.15559809374616
28,11,12,204.7804189842136
29,21,10,341.3870843923712
30,15,0,266.05754647993234
31,3,11,270.66711411246195
32,5,9,268.63832821780505
33,18,4,312.18313962564383
34,12,22,155.27342194175912
35,17,20,224.02157556056397
36,17,14,215.56139346867758
37,13,7,306.8027823348142
38,17,5,199.3727813226209
39,2,10,244.35718363772526
40,18,13,339.18605264305563
41,25,10,300.18356977733737
42,7,5,338.9850017947281
43,22,18,354.65424224793946
44,18,19,156.91661731894092
45,17,3,223.9464639152198
46,9,12,177.39991734284575
47,3,21,310.7302811079895
48,12,10,364.68329001155575
49,21,1,324.58261016754693
50,4,18,189.401848136959
51,4,21,359.17395102654694
52,17,9,263.16766108263676
53,18,14,314.98974827167757
54,21,10,186.73686402479376
55,25,21,300.25822833103774
56,22,11,258.5949073381448
57,0,19,305.2788336240319
58,4,9,249.1441186342089
59,17,1,238.23052977836147
60,17,11,344.82852994809156
61,0,7,210.89052333941643
62,18,12,341.92637438758976
63,12,13,346.91074065904576
64,21,5,189.08742874746216
65,6,17,164.99963939993583
66,13,4,235.99100673216145
67,4,0,332.3561799554368
68,0,4,325.0725393726522
69,13,4,330.0792382278012
70,20,25,165.1857360685358
71,25,22,265.50720553935344
72,19,5,255.40241342607177
73,13,17,283.77380888339576
74,11,7,243.7282356509223
75,19,0,255.78918481854103
76,23,7,277.92522241104257
77,13,17,207.58146203336236
78,1,18,236.88244707611477
79,11,3,344.4534145741712
80,22,2,273.32032550609586
81,23,16,352.0184984699502
82,16,2,267.8190014099999
83,2,7,315.0451185164994
84,23,21,319.5492846239042
85,20,17,337.8088458330978
86,19,1,219.11148965181488
87,24,0,290.71232395294163
88,16,15,265.7035928383115
89,10,13,352.16943112688364
90,9,5,213.60269338900198
91,19,23,339.59382561152717
92,25,18,352.1167780644806
93,20,15,140.41889781694883
94,18,1,174.68917364235858
95,19,0,353.8417107988252
96,2,4,275.5656958368343
97,25,8,144.39271427616185
98,19,8,162.37952388453633
99,0,23,201.5707426724245
