id,source,destination,bitrate
0,12,3,341.42875107419644
1,23,15,281.63254813704475
2,22,24,397.3288142017188
3,8,24,339.0379529625912
4,15,21,257.40710123302375
5,15,16,273.95703745646944
6,24,14,184.4386214636911
7,8,15,176.15448695114608
8,20,4,214.3107094560768
9,23,1,168.23594019852015
10,21,0,306.15303081869877
11,19,21,266.09032243438685
12,9,19,187.04521473851904
13,24,2,168.1860941807412
14,15,25,400.59171607024564
15,9,21,203.88945398439637
16,16,8,303.4942359961943
17,25,17,251.52352625620443
18,24,1,141.31558105757378
19,12,14,176.32824522378814
20,14,1,266.3915912795657
21,17,21,195.15110623312052
22,5,15,379.4578891296638
23,9,22,181.48543029991674
24,24,3,303.8684330510609
25,15,21,368.5896409733775
26,17,18,371.09370819858333
27,17,5,298.44507375061823
28,12,8,154.0452114220814
29,12,19,338.35789452706496
30,9,10,401.17505763208374
31,18,1,143.42662861631143
32,11,25,259.8753865306013
33,24,20,143.59944318832703
34,3,13,264.8346249892101
35,13,11,258.17962135350643
36,7,20,363.2801155670723
37,2,22,338.58746265702104
38,3,10,241.5212960535762
39,17,10,141.05931867888125
40,21,13,293.5137934086733
41,13,8,312.3430934130745
42,15,18,376.6538293201551
43,12,18,244.7036270801591
44,18,3,247.7984113961046
45,22,21,167.6935438995262
46,15,16,251.54072326807176
47,19,9,192.46279489183036
48,6,15,284.443388933328
49,6,9,319.78854533201616
50,9,18,151.74131738558944
51,19,23,211.28608006754646
52,18,3,381.97369889469206
53,8,2,251.4969711659524
54,15,13,316.57114345801125
55,25,2,255.6645636421407
56,25,9,308.7576619627001
57,17,10,362.2318950988543
58,12,8,279.4611306830709
59,14,21,311.7976405816342
60,0,20,197.8305586244002
61,18,15,197.8095934995834
62,23,14,363.13934093053143
63,17,25,354.9920684872693
64,13,18,400.8516285315657
65,6,11,313.99222039671173
66,7,4,184.24013599063855
67,13,10,284.595821223667
68,6,13,355.1122002707708
69,20,5,233.4892086481654
70,19,7,370.82482588401666
71,3,4,216.71162573554966
72,7,25,143.68699239454898
73,15,17,295.0997809455325
74,20,1,281.3270524483445
75,8,4,189.9446671656663
76,25,8,225.05984073302335
77,20,1,195.19065105874955
78,1,2,140.7740770402108
79,9,2,344.0082175449174
80,21,2,261.1886487093124
81,4,7,384.1737994475469
82,23,16,333.2103007907785
83,21,18,314.03407996449107
84,15,2,222.11256175627352
85,3,24,341.56195737969375
86,18,23,249.60363547871628
87,23,7,392.3891872056201
88,4,3,209.02029118479197
89,8,14,208.91351754156665
90,18,1,221.88257672605272
91,11,22,320.1251317763807
92,17,13,244.16764697913052
93,7,8,371.36094962785535
94,15,22,260.1467891677829
95,0,20,241.76366291123676
96,23,21,146.20012669066702
97,25,21,373.75054753470545
98,17,12,222.4351756309065
99,22,11,355.0549926796122
