id,source,destination,bitrate
0,11,14,266.68288200425127
1,11,2,244.9062240785172
2,5,6,265.4822479001852
3,23,0,193.9184376376812
4,17,10,143.8381403521195
5,1,15,167.22665452665504
6,0,21,380.9807549059026
7,7,3,167.62260249750884
8,14,24,165.098571086803
9,3,19,263.69122415702435
10,10,25,181.0467555827363
11,14,21,372.7239545219301
12,21,22,148.75476348914833
13,20,0,189.30016352815437
14,19,11,375.66064135957924
15,8,22,239.3457613742369
16,5,0,363.82249550240675
17,4,5,358.94542938632367
18,25,18,239.9853831746362
19,0,5,151.7110915114831
20,25,22,391.3607059369796
21,10,3,160.37235284842336
22,23,5,205.0445384304731
23,21,18,354.0412485111072
24,20,19,281.97072017651624
25,14,9,144.17572126006124
26,3,24,300.40119707910657
27,6,4,372.73389493414135
28,17,1,335.84398412477873
29,23,18,373.05662359666746
30,0,7,351.02603768189977
31,0,12,149.70696156625831
32,19,6,362.04353587055476
33,23,0,393.8917417990077
34,18,3,366.8604124918563
35,11,4,225.91688322872074
36,13,1,205.4263093487563
37,22,24,340.8364747008503
38,2,17,155.09535265170493
39,19,3,346.2473187907987
40,10,19,354.2743606054484
41,17,11,192.33061766459022
42,24,7,391.8774153329205
43,18,10,364.804568979304
44,11,12,146.94318341222024
45,1,13,143.59336416702047
46,18,0,324.2511549578868
47,18,13,266.6536052769873
48,2,17,152.9796115477242
49,14,15,375.6204723070361
50,24,22,147.06410805986175
51,16,8,294.7832808794182
52,6,21,375.5468665827984
53,9,18,325.7087699952865
54,0,12,208.41876679547033
55,12,24,287.0452894089314
56,10,0,245.12783252987532
57,20,11,186.6560143124632
58,15,6,157.6595568231874
59,8,4,240.5025636299171
60,9,3,194.1978931703362
61,8,5,314.63542225141754
62,20,5,151.2195559764028
63,24,4,370.93216678711786
64,9,10,207.00195684875067
65,0,23,153.89033698046063
66,1,20,327.56729914216896
67,1,11,361.9620914807732
68,20,24,132.94070052474598
69,13,16,321.27623650253867
70,0,4,215.4427717528632
71,12,14,162.69203923706726
72,19,0,178.27470133135176
73,10,14,361.5673427467169
74,18,17,388.060218864227
75,10,18,284.87849814953603
76,5,18,162.98084890093193
77,13,9,393.7876847698333
78,1,7,265.9573797478505
79,21,25,274.08536358828064
80,22,4,135.63534951082045
81,11,16,258.49111186137986
82,8,14,157.19609666056613
83,22,19,140.96840003933698
84,14,3,132.72357793156309
85,5,7,250.14478062817471
86,5,6,133.3991191368194
87,5,3,370.31131113923317
88,21,5,378.0499303877696
89,16,25,253.5148635810122
90,18,15,308.10906575472796
91,11,18,364.6438939220494
92,3,24,279.1519431270796
93,13,6,303.70252542807407
94,10,17,258.79296171515205
95,23,18,159.55621497895905
96,23,14,324.26559056930176
97,22,3,188.54054622096137
98,16,1,322.0860417725695
99,24,10,388.4293079446068
