id,source,destination,bitrate
0,21,20,236.14515820885075
1,7,6,236.25267449820407
2,24,11,206.2936441638686
3,8,18,317.54839934601637
4,3,12,380.1351416264742
5,25,3,184.6957111790881
6,22,19,169.5900853956278
7,14,23,317.62504498717004
8,1,19,322.9236801428548
9,18,2,217.2702191623554
10,6,4,306.92710531746536
11,10,7,358.8340213465195
12,1,23,276.95604969309875
13,24,19,163.3883610394162
14,24,10,306.36542668554296
15,14,16,168.37990682922566
16,17,23,404.161944816882
17,0,5,138.1360841699733
18,25,0,144.48948342793798
19,10,24,171.52619392007722
20,17,4,173.4996587683806
21,0,7,317.38154768175605
22,15,20,249.71925381219052
23,23,9,225.56937497268027
24,23,13,177.02712024103283
25,21,6,350.4413485614762
26,19,25,263.4010944184754
27,1,2,181.45759785590943
28,2,25,344.77027689196746
29,20,24,318.0592402124326
30,3,17,233.90154238232014
31,7,12,212.2765438680255
32,10,0,301.4350376823841
33,24,13,182.3144302516016
34,23,5,192.684532370229
35,19,16,344.98933392449385
36,7,14,159.8714668796255
37,10,13,249.71405384796478
38,8,1,165.25580716044706
39,16,17,178.78899024731754
40,1,11,394.01737036921736
41,25,10,405.40286739817594
42,12,13,306.8980036414007
43,1,16,394.4545353762829
44,23,4,173.95447045447452
45,0,1,404.5322961312387
46,16,6,154.51939679678142
47,12,19,268.99161710068506
48,0,12,398.55393442097426
49,14,2,372.5026326100212
50,6,3,394.44922330559126
51,6,8,402.28759341660714
52,1,13,258.1311946785588
53,5,13,326.43521117883853
54,15,20,171.08739152020152
55,24,17,281.7744614602084
56,6,16,349.9052257294313
57,23,1,236.20754140542755
58,9,17,216.84499408332118
59,14,24,317.3932458603391
60,9,7,252.43767797932054
61,17,23,366.32216490705935
62,13,1,182.11760593520611
63,20,11,214.12251156601715
64,3,1,386.32718400552596
65,11,14,366.8311311471915
66,1,16,344.148677009951
67,18,22,331.4894961248469
68,9,18,236.69858016303488
69,22,14,140.95650784118084
70,25,5,336.91448372126484
71,19,22,397.27705750889226
72,20,13,349.8759978033989
73,25,12,334.6896990662943
74,20,19,325.24755957238796
75,23,21,393.4039403600404
76,16,9,165.83739552981524
77,25,11,320.7030519417244
78,20,18,268.444602822427
79,10,18,184.5917310015658
80,0,24,235.85545970160607
81,18,19,242.09335452936566
82,6,3,195.41702984873226
83,25,7,404.9934324351537
84,4,24,405.3557666675812
85,18,17,274.27955781474026
86,19,22,277.5887358832099
87,15,4,328.95146026271766
88,3,14,354.87503261292136
89,20,14,144.00537812600462
90,6,9,393.50118771504054
91,7,16,385.2861304642103
92,10,21,212.7270174012507
93,20,7,260.471788648321
94,21,17,181.34688760733007
95,0,11,232.95831456753024
96,3,4,363.0821929644073
97,13,10,347.13642175520863
98,25,4,325.7685889046984
99,24,11,340.15621659274115
