id,source,destination,bitrate
0,18,2,309.9331065654337
1,6,22,304.4096531799965
2,24,17,203.16421204076346
3,16,27,189.7594861519545
4,18,5,377.7127092526336
5,26,11,180.3421278749907
6,16,7,205.7235890789525
7,10,3,362.3841147548702
8,4,15,286.46894674652395
9,23,1,345.67132506243126
10,3,12,306.7220133799375
11,23,9,351.5362946752903
12,13,9,326.9639013634657
13,26,25,158.1132760367619
14,0,21,195.60739554427732
15,14,16,245.29942940683662
16,12,22,167.55167524754145
17,5,2,354.5205324388569
18,6,19,253.3674546552974
19,26,13,194.64222863095912
20,22,24,420.700560433959
21,25,20,417.5525047830604
22,21,19,298.46621505028
23,8,4,320.3484317544867
24,8,15,160.3235370241298
25,4,0,353.9856079264271
26,15,21,150.62277672147536
27,19,21,265.80860999558405
28,19,3,238.87545390823647
29,6,9,304.32872010720575
30,8,17,318.2242715345244
31,1,13,382.39063194377763
32,10,27,285.0634668186598
33,1,5,301.66444685528944
34,5,15,400.74054071624437
35,22,12,241.2385542686961
36,21,15,300.0883963610529
37,17,27,306.8074848379551
38,8,15,260.3146513077184
39,21,11,341.01964471416005
40,0,18,154.69709014176652
41,11,25,260.67840212724394
42,20,10,382.31700591883146
43,11,13,255.43521782611566
44,7,20,348.7205798486334
45,2,27,339.38204674940914
46,5,0,229.62328247799954
47,14,21,147.20401078448242
48,0,22,223.77969588942824
49,12,18,233.71964618958015
50,3,25,334.17905136706366
51,21,6,339.41728407412836
52,25,24,317.9979510706116
53,9,11,346.7334727430468
54,20,27,307.1779985754617
55,8,1,234.51901892377802
56,19,23,207.70431296979794
57,10,8,307.8651507078308
58,6,11,289.6731153790272
59,25,9,326.1462058944927
60,13,12,203.7251359723196
61,24,17,376.4218547107085
62,22,16,337.5468153004963
63,21,26,214.9925638371518
64,17,25,374.4631858458999
65,23,20,324.1597725430521
66,14,4,261.58086527103944
67,21,24,392.85115471927867
68,10,27,271.09166567415656
69,8,26,277.71104399571186
70,21,19,221.8897553349556
71,3,4,213.08060983752335
72,25,26,210.40736497045893
73,17,13,311.969829410755
74,5,8,195.04588405845527
75,25,8,216.51032576654148
76,27,1,357.1179961955367
77,27,2,149.18580022141683
78,13,11,165.46173134719075
79,26,4,377.50091717633836
80,23,16,302.52963052475934
81,2,7,322.978676818849
82,25,10,364.0463827438385
83,23,7,385.50256388742486
84,3,5,185.1266769176487
85,13,8,303.3750689337401
86,17,11,291.13316063105566
87,13,15,322.9290170781483
88,11,15,194.63262262978114
89,20,19,148.88886841755328
90,25,21,359.0895662392372
91,12,9,342.55403005598095
92,27,7,290.0174356231135
93,12,8,135.4885006226781
94,7,9,358.82071440454604
95,20,10,287.2442605129163
96,27,2,221.10785784704152
97,13,26,400.87513501595186
98,26,5,165.0259339950974
99,13,19,233.7524390835631
