id,source,destination,bitrate
0,12,9,327.380912947951
1,23,9,199.60567974893704
2,4,16,320.167537026021
3,1,21,130.3107148689994
4,15,14,224.49100895059377
5,17,14,206.89767941334233
6,17,5,341.3968798322155
7,14,20,309.8115731766816
8,16,20,258.13242553720306
9,11,15,218.6768171469541
10,25,2,194.28678170238567
11,11,13,219.2644137278929
12,9,0,169.91177264901947
13,24,4,285.65289040858
14,15,17,211.5778159085282
15,15,24,339.9507958389154
16,0,24,216.80886201478674
17,19,7,213.80984273502895
18,11,6,295.507020684105
19,13,12,297.346863162563
20,22,23,172.10043013012702
21,7,8,240.95484296671037
22,20,7,255.9612530789216
23,25,19,361.98813318952415
24,20,23,212.78429344526515
25,13,6,207.05445343021776
26,4,9,180.17158395103033
27,14,19,323.188647311498
28,22,19,206.30636620120953
29,10,0,182.16590316490803
30,17,0,138.00195402250125
31,9,8,155.1995032778333
32,14,23,346.91497999889395
33,2,4,194.45102281920322
34,6,10,278.3846487221942
35,25,15,218.6093285414906
36,22,25,267.84843019751884
37,2,24,226.29611593332316
38,8,24,141.2761007578303
39,17,15,144.89885520049532
40,8,12,182.53176799041398
41,24,22,159.87652089489424
42,24,14,244.25601632388125
43,1,6,354.5159882952627
44,24,3,355.0359081222119
45,6,15,332.45306751990574
46,9,10,337.61252297245267
47,23,1,320.3709180778997
48,3,8,286.0614856516003
49,9,6,322.74542648369
50,21,6,136.97945232295822
51,20,13,197.434730661688
52,5,25,125.26795401704733
53,3,12,305.6169689853172
54,1,18,125.4199571416899
55,19,4,339.46287323145503
56,2,7,364.78508274755677
57,2,21,278.5126912936473
58,24,20,228.9022262743472
59,11,20,140.85289970192997
60,17,25,342.2834616660209
61,15,7,162.7879645320958
62,25,20,297.15819598023955
63,23,6,260.6728658356879
64,12,11,339.0321032609031
65,1,15,202.3213562400562
66,9,17,297.9908330371499
67,18,5,183.8608802359319
68,10,23,231.0505194258802
69,19,17,209.3885801412169
70,16,4,143.31547905910915
71,8,17,214.43314930371923
72,0,24,266.04374466184413
73,23,5,241.26227504135437
74,11,24,317.73048571323267
75,10,23,196.92861369360816
76,17,12,329.5420070429924
77,21,15,287.7477264331378
78,19,9,170.13020863063963
79,20,10,251.2805155235895
80,16,21,152.6737853781015
81,4,5,135.02282945111648
82,3,15,184.82005253586934
83,1,18,152.78089178896593
84,15,16,329.84449073043595
85,18,8,342.19517420328776
86,7,19,235.9028177291131
87,6,20,126.00429113889942
88,14,25,148.29078300570745
89,17,23,236.12003703600263
90,25,22,238.48919341495184
91,8,16,314.50966495120036
92,2,9,351.62334131882284
93,16,3,189.48845025571939
94,7,17,349.05571961998606
95,6,16,182.57899233418118
96,20,5,300.5414306527153
97,17,13,356.5523949751581
98,20,18,364.44317549671047
99,14,22,334.8055026773493
