id,source,destination,bitrate
0,10,27,225.30548783287918
1,5,2,208.22890513136335
2,27,21,225.20918776701447
3,17,0,284.2844463236534
4,3,0,271.14037686549614
5,15,14,359.69574496704297
6,23,19,363.0984118776413
7,19,26,238.37450689741394
8,22,21,260.1331262662965
9,2,4,238.1826818745642
10,6,3,138.61560392585687
11,6,27,377.0984288212059
12,15,20,206.18107123845817
13,7,13,360.2814085765618
14,2,9,200.84049940973816
15,15,13,184.255048704681
16,5,4,173.05713931372907
17,15,0,304.0499250438227
18,7,6,335.81218830758826
19,26,12,330.16047156810055
20,0,3,249.57823565101353
21,27,15,279.65952364728804
22,23,17,341.5864202375192
23,15,12,146.3753549947936
24,18,23,311.1963614499709
25,26,27,368.07532707628843
26,22,1,214.5138571057294
27,13,18,141.3892057033102
28,2,8,324.96626930566754
29,3,15,298.24546137472686
30,11,14,357.89250179572474
31,5,9,141.40427988515165
32,11,14,297.9655688369101
33,7,18,309.19125071250454
34,27,26,344.68423284336586
35,9,23,178.88821774945413
36,26,21,279.37703200778645
37,25,27,297.71686243393196
38,6,9,349.5566120942281
39,15,4,366.1851647290298
40,5,19,203.01169095730742
41,25,13,168.00021471224716
42,7,6,238.29194042640466
43,0,11,152.67028370946042
44,21,5,257.5435626960667
45,1,25,309.28700111460427
46,13,3,252.92070788966424
47,3,17,214.60187572547463
48,8,10,303.6714530168109
49,1,24,400.5954920786644
50,4,27,228.21213470756788
51,21,3,344.1917371624105
52,25,14,286.9872553793549
53,25,19,170.90513745973095
54,26,17,171.2278493679247
55,3,5,308.71458733348527
56,11,5,205.9438152798073
57,14,24,378.99253369973644
58,23,27,306.0686287245444
59,20,11,187.65514691261342
60,3,27,181.94434967467248
61,13,24,287.4782152574494
62,26,25,219.12113701602212
63,9,16,251.83219302543722
64,8,11,163.07630135899572
65,20,21,259.95280574925874
66,24,16,186.7114031658663
67,4,25,214.23854473756253
68,13,14,275.8070841467691
69,11,0,371.29037902765805
70,24,0,184.06719810329386
71,2,10,157.22948955832507
72,24,5,273.85884372338137
73,12,24,154.44692536733584
74,20,4,363.4352249187023
75,20,22,154.83197940641813
76,13,12,236.20869371018992
77,23,10,238.28899301429553
78,26,8,138.49678585166396
79,4,22,346.80498333203786
80,20,6,290.6657406915446
81,25,19,349.0301197621835
82,11,25,377.310696874666
83,6,9,403.66710053241513
84,17,10,146.4553517956267
85,23,4,384.91377462303757
86,9,6,321.91675187264275
87,17,9,311.9883337039472
88,24,20,252.29788480469617
89,0,25,141.12545964520126
90,8,7,339.4211323908683
91,13,16,384.78341004587685
92,1,26,387.8623376019469
93,20,16,224.5176351551543
94,1,24,176.47466011441642
95,9,18,289.7447446251322
96,10,7,293.38445097585145
97,22,20,330.8369210517142
98,7,11,341.7998235990317
99,21,25,234.22086988923292
