id,source,destination,bitrate
0,14,7,230.42984440941188
1,22,3,195.56241005712414
2,20,19,189.73726553045938
3,12,4,157.48447830289115
4,14,16,233.4277341702037
5,24,12,369.23400676355953
6,23,12,323.24790953980835
7,20,16,296.3026107592584
8,18,22,345.2859560357859
9,8,16,395.6250431374236
10,16,15,193.66595612448464
11,6,2,146.35625106746838
12,9,3,262.1928916282963
13,12,9,277.71217961012843
14,10,15,143.74706828500433
15,0,6,395.95781591527117
16,20,24,404.3255424278818
17,18,25,290.94894903119297
18,25,9,361.382573053444
19,4,0,219.7600748277712
20,8,15,288.4192975049609
21,22,14,295.314878166649
22,14,4,206.49646820710143
23,7,4,152.74704242134405
24,11,1,236.33771333258312
25,12,20,296.1675185008647
26,19,9,159.37026679328963
27,17,15,312.86024855574726
28,2,11,302.3786137887215
29,9,16,201.9753801740223
30,3,4,138.8785461526403
31,1,0,227.94426388447854
32,20,16,209.46711943928767
33,14,12,144.30156242521932
34,14,11,347.6167587868995
35,9,11,246.7555216747515
36,18,3,314.7670075539515
37,15,13,398.69465136354063
38,21,24,147.1791422668854
39,23,18,388.341628912006
40,4,12,157.91681659322552
41,22,14,364.08087166035006
42,4,24,185.1466683593535
43,19,12,165.48301906381275
44,7,1,271.71871862472767
45,0,4,239.72601909892617
46,18,6,280.10297941145365
47,13,17,187.8165348302191
48,6,0,223.1419559634995
49,1,8,190.01498456018908
50,7,14,158.20388201749444
51,15,3,369.1259356234388
52,14,25,366.42425190338065
53,23,11,347.24309859987915
54,18,17,225.57255688748452
55,10,20,390.782622012551
56,4,21,317.5729612484492
57,21,8,315.0012379565785
58,7,0,404.7503342156308
59,8,10,301.11449171868753
60,15,23,239.01714210367348
61,18,9,152.8742665285075
62,4,17,170.4495209005736
63,7,14,212.0188235116263
64,22,17,168.40598975834357
65,13,23,260.4221721720881
66,18,10,280.5376854367898
67,7,5,163.00270041878852
68,21,2,302.63382409249476
69,13,12,154.77616813359384
70,13,15,187.35907248501724
71,11,3,249.55553852709232
72,15,12,217.1598387470313
73,12,13,209.32923392121907
74,7,19,234.3433787077427
75,5,19,252.79614990754638
76,12,2,339.9434992812399
77,2,25,163.4865287161751
78,17,13,187.10590233883883
79,25,22,165.71036338397528
80,0,15,151.83147609045312
81,4,9,147.39108151845642
82,21,22,368.8669262584512
83,18,2,365.99546636986065
84,9,10,193.44078897841146
85,18,2,146.58464061786114
86,0,6,347.797656687254
87,15,3,272.32648810753585
88,9,19,339.7498055922369
89,19,9,160.1702934786432
90,14,19,157.74256845857192
91,20,24,190.0800532011343
92,15,19,168.85192913572237
93,9,1,374.30318349925864
94,21,5,252.1923409829161
95,11,16,291.3379688526373
96,20,22,236.60395914360504
97,25,7,280.11812380752866
98,10,6,366.42944701193665
99,4,22,295.5060429776865
