id,source,destination,bitrate
0,7,17,368.1435248324665
1,21,15,262.1077770904051
2,21,0,400.9587292698947
3,12,11,386.57677283303065
4,12,24,329.3358920603608
5,27,11,357.52348903608237
6,4,10,173.5306015040827
7,9,19,211.60585083692442
8,18,5,348.86316411698255
9,7,19,253.4176984253016
10,13,20,376.0260827074232
11,14,23,409.78607883646094
12,18,27,187.49537846120097
13,14,8,145.925081390078
14,24,19,189.19198017954236
15,18,9,290.0756673597865
16,14,18,409.791402669995
17,15,0,279.43644752939525
18,17,25,139.72329121104514
19,9,21,301.5960235588736
20,17,11,228.56335949083436
21,9,12,342.8760098641726
22,16,6,165.83558378304025
23,27,9,317.9847538366869
24,14,7,284.01544581618646
25,16,20,301.8233068008024
26,12,23,211.5057172365345
27,25,17,328.5211346000796
28,9,24,272.83549568692075
29,0,8,328.24201403737277
30,0,25,250.81789420111878
31,21,20,197.860698951505
32,0,10,278.7965543717432
33,26,1,181.54618828996675
34,4,14,281.81389422913395
35,12,9,279.47966594792683
36,1,0,354.3995916936197
37,8,17,201.33438218916663
38,16,3,264.84206318635756
39,17,18,140.21192279102578
40,27,21,206.63189686738338
41,15,9,256.3558485392208
42,7,19,334.9811210448067
43,15,8,401.4262604144374
44,11,13,335.09796067445563
45,4,14,141.93669455837164
46,1,0,142.54478217253117
47,21,11,154.08600495579716
48,21,12,410.1036148305866
49,27,24,348.24615237577984
50,20,6,265.6701570279086
51,12,9,265.2484609587101
52,8,24,337.8729822492107
53,26,14,206.75543099635638
54,27,9,375.97553221291076
55,18,1,298.5321501708455
56,15,23,410.7392370042776
57,3,16,371.549979525411
58,13,20,195.39999001428362
59,3,20,147.8793408953286
60,11,22,289.9629960648092
61,7,8,156.19358081863024
62,8,4,245.0915051553835
63,1,12,351.6916558883522
64,21,10,237.49498259021433
65,12,26,336.7793847263054
66,9,1,198.2818339380914
67,25,24,189.98120756833018
68,10,11,178.22578959010374
69,13,27,351.2021811758078
70,10,13,186.46538381231895
71,27,5,204.28659712282243
72,0,10,354.7200887127622
73,20,21,215.003711799614
74,25,0,295.74311127013294
75,9,15,315.17755861611136
76,17,9,245.63760063544018
77,19,7,270.38452896877834
78,10,5,292.7950588203571
79,17,7,220.58065350851626
80,15,26,139.43714178852107
81,9,10,186.92889077958156
82,3,5,214.53358736546147
83,0,23,158.43588862426594
84,4,21,278.2529920528777
85,27,2,170.64277817664922
86,24,20,223.3283079591718
87,14,15,365.2628502434916
88,24,8,289.65323004946947
89,17,23,368.5790470673283
90,11,17,360.5209468254408
91,21,10,393.25353640553067
92,5,18,253.4487789232296
93,21,26,198.55157804059343
94,22,27,186.92692940183986
95,12,3,174.07152427010325
96,15,11,254.01897654413654
97,14,2,167.66315636105787
98,1,16,259.67032554248937
99,9,19,267.7812689309465
