id,source,destination,bitrate
0,10,2,179.04216458352053
1,12,8,311.49093946768164
2,13,24,302.4532428650902
3,17,6,300.53764145141133
4,18,6,353.1821429092607
5,2,8,220.2937847998252
6,18,2,372.2685275806074
7,11,6,277.5800201060928
8,20,0,342.07162861400195
9,19,26,255.1143507376245
10,1,26,287.1028322813722
11,11,4,373.01739489489387
12,1,7,353.6356215288218
13,0,10,233.1255568095783
14,15,0,305.9526293540206
15,17,6,392.0168160261184
16,15,19,343.57317352118343
17,18,21,254.52814505267727
18,5,1,213.37913028267508
19,19,8,378.378828741888
20,0,2,370.8497483832163
21,27,21,382.6696665544108
22,9,27,128.38466442105766
23,16,22,266.36776936673846
24,27,19,304.8944282608861
25,6,16,179.44840712087807
26,7,16,143.42231124520677
27,12,23,304.8282333805832
28,21,11,244.629444823904
29,16,8,228.4483646042669
30,26,0,282.99428452698714
31,4,10,223.84923678311935
32,23,12,165.55788680576484
33,7,18,280.00955940273656
34,19,10,236.70512193004936
35,20,4,205.9936285036715
36,9,22,182.79299250605908
37,24,4,284.79560085900835
38,2,17,244.54793380035406
39,10,26,180.17087056383585
40,10,13,382.24664326089805
41,23,26,302.4411153785147
42,6,3,403.35151159490664
43,24,19,143.80613203718158
44,18,19,362.40199691312074
45,21,0,214.5703729162061
46,24,15,338.83354533821375
47,20,11,393.24835279129024
48,15,4,298.34168842322794
49,1,13,212.47665442630978
50,7,23,292.02136577546565
51,5,14,157.8556059404923
52,10,27,384.593781901037
53,12,24,283.2288222784956
54,10,12,377.7577989538301
55,3,14,301.5445786221623
56,16,17,210.96364833026115
57,12,16,315.31398109553
58,14,12,237.11695672515583
59,5,13,311.3466059571475
60,16,4,359.1272740265177
61,23,16,170.50473767145115
62,18,22,403.14034049139264
63,13,10,271.57157291944895
64,14,18,186.89396135455814
65,8,10,170.43156546968746
66,3,22,150.2234151832555
67,16,22,163.99229355443546
68,17,12,266.2255774404487
69,18,27,248.95585334092408
70,5,24,184.35235206018993
71,9,23,237.19001675585636
72,5,3,371.5814066678617
73,19,24,136.59662982665824
74,15,27,281.0726908733025
75,15,7,330.3488241491773
76,13,14,301.089056741558
77,17,8,211.39629934347815
78,5,4,152.64027316710892
79,4,27,146.1103963531573
80,2,1,263.40905519504435
81,5,21,192.14423881509018
82,23,18,292.98216179120493
83,24,9,158.5681579120033
84,26,2,266.4712332614626
85,15,4,214.21498879144107
86,16,13,262.9436396815456
87,6,19,378.7014018331247
88,23,20,302.9196802270687
89,23,22,273.63144754736595
90,19,27,297.34793834502614
91,18,19,333.967003391685
92,18,15,347.0138444456679
93,25,5,315.36186884816374
94,9,6,380.77161582872407
95,14,20,130.08725891906815
96,13,1,348.1122201403026
97,25,20,328.8658745693515
98,6,22,341.02761389653614
99,9,16,166.6687520947524
