id,source,destination,bitrate
0,18,12,386.24816934282734
1,10,0,157.292940468047
2,13,21,280.17460949073313
3,8,2,276.466969086667
4,20,12,136.2409030899512
5,2,22,234.08955956576156
6,7,9,372.91403154023413
7,17,10,285.026254436924
8,19,18,269.18037876541507
9,19,15,393.4712537407028
10,19,0,309.13549200403355
11,17,24,394.1290905656865
12,13,17,280.3204115614226
13,17,4,231.12144602253355
14,23,18,314.2978099468718
15,12,5,343.26309910981877
16,14,25,337.8050250807241
17,7,17,311.68046721728854
18,17,16,321.9220795136909
19,15,16,173.09116109672036
20,2,11,340.79234469852673
21,25,18,258.68944261827875
22,11,14,194.98255255452557
23,14,12,324.915364980885
24,19,7,366.22216199489
25,2,4,138.35621041971464
26,24,11,369.34183117834635
27,16,18,345.5195769572635
28,12,0,194.426914575097
29,17,0,159.78033233490896
30,4,2,257.98499885266705
31,10,16,255.5124703930717
32,14,15,173.29683890660192
33,22,2,231.30571942725223
34,9,12,298.965025482882
35,25,2,193.47656621133441
36,21,25,316.8419453480736
37,8,2,181.70902756117925
38,18,12,375.08753976184397
39,8,5,279.3663682978251
40,19,15,181.03089271465072
41,18,2,305.99090819358725
42,25,22,149.74126412159762
43,23,11,378.0066000584561
44,3,17,175.47904699451865
45,9,11,364.2708462773524
46,10,13,146.72943066330117
47,0,18,175.99731149259284
48,11,15,175.48563059592564
49,18,0,373.06098385892113
50,20,12,154.45845050264379
51,10,13,372.54573995521804
52,14,5,148.86202075948825
53,8,15,178.1030970429989
54,5,17,303.85549476036937
55,23,25,243.4046559671102
56,1,2,133.12577355739035
57,20,16,309.27586981373526
58,22,8,186.70518752267694
59,2,4,213.17499273633166
60,12,17,157.66202271705743
61,15,2,133.78968993034712
62,17,20,250.5269700936478
63,3,18,161.96827191215712
64,19,5,133.2401773691292
65,21,2,167.62727827221582
66,13,2,193.85535481403028
67,11,7,386.2793987860701
68,18,4,148.95227425346076
69,1,14,146.80629661475697
70,18,10,279.50108921905667
71,15,8,133.6338998044885
72,18,25,304.0813793301419
73,22,10,321.92035000029836
74,25,20,210.67055865384987
75,16,14,323.5791857442555
76,17,18,332.5711617820845
77,11,4,271.0063853996073
78,8,15,218.6196034644551
79,23,2,270.727778357234
80,16,4,377.535051280488
81,25,9,200.16248940628796
82,6,24,159.9655326844803
83,8,10,143.94355528394743
84,11,24,183.53740062669277
85,19,12,356.21543727943924
86,5,2,364.90750596334203
87,6,25,231.96576691356518
88,8,16,282.3636299592031
89,4,13,248.01811354909947
90,12,8,151.77567752875382
91,1,23,280.05044975719136
92,6,18,285.2715196092871
93,22,8,207.59099734360248
94,16,6,316.63564196847796
95,5,10,234.38830258540628
96,25,20,261.36233941911104
97,4,17,269.24621639385356
98,10,1,245.0026475248647
99,8,22,282.30477801748947
