id,source,destination,bitrate
0,17,3,175.70482976316285
1,20,5,161.4233473446665
2,18,0,262.46466153044594
3,27,12,376.20218800761825
4,1,14,150.53703495114053
5,7,1,200.86534399113094
6,13,0,290.1559889969957
7,4,17,168.14710054937015
8,4,14,324.2954375475699
9,2,23,148.13438941088714
10,4,18,209.22831364443974
11,11,2,161.9242921584265
12,20,8,147.42182370285755
13,11,0,392.8969491931585
14,13,24,401.0880988310839
15,26,24,217.75839571240357
16,12,23,248.19602442277917
17,20,5,247.70991857064064
18,13,7,295.35782587622026
19,26,0,275.7692882689307
20,2,10,360.1302991814132
21,11,15,139.92084252145807
22,9,15,399.5520350096056
23,7,11,231.0744130537598
24,2,15,286.8958427326131
25,5,10,328.08991796078436
26,21,4,404.07295257021184
27,5,12,377.02453357910156
28,16,12,140.2846813053658
29,25,12,390.213693900328
30,25,12,387.1838493758645
31,8,2,184.56057377124873
32,13,27,295.174941337453
33,16,27,296.05937320487504
34,9,15,359.0396376250732
35,21,5,167.84485034567604
36,20,6,158.54682367103626
37,1,13,142.16333361885586
38,9,16,320.2098586300913
39,9,4,309.53599918179015
40,10,27,223.93766506677667
41,9,1,211.38505070022944
42,13,23,395.43480670729787
43,4,3,333.8112516966781
44,10,25,169.70241499256585
45,19,23,228.54977280578748
46,11,8,195.54177034741588
47,0,12,200.91538109784975
48,20,26,240.21643097598124
49,3,21,412.6995152282988
50,24,6,315.4147689966644
51,2,16,334.98262829832123
52,7,0,303.58500726974376
53,9,7,220.62015497534753
54,18,25,378.69970427694216
55,27,16,317.41824547037567
56,2,16,395.83961942607095
57,18,25,237.06325522372848
58,0,12,328.81593625655495
59,27,24,231.54297985441846
60,27,3,263.1285639491951
61,5,2,153.82774850630562
62,9,6,270.6227226579549
63,25,23,167.42233231709787
64,27,0,225.90517754068821
65,12,1,389.50191289828666
66,23,16,357.95055229771015
67,26,7,139.52919536473948
68,3,22,190.28614801312327
69,1,6,276.53042165863644
70,22,6,158.77937836423993
71,14,17,351.2872296204903
72,19,1,359.42295258804137
73,25,8,169.74964062982409
74,6,9,142.1305696268944
75,7,3,178.5965772457128
76,3,18,403.5779224870167
77,20,17,409.8350644333849
78,24,23,154.2114391470125
79,24,12,362.5372974178429
80,11,21,410.02490515925984
81,1,23,406.6492497543231
82,3,18,230.97126751912242
83,14,26,364.8845540908009
84,27,11,256.7340165071695
85,3,2,362.9263989244195
86,10,7,295.34389580656347
87,5,22,326.18637503582335
88,15,5,145.2918408670642
89,21,27,326.4188891707917
90,23,0,323.641807640167
91,24,14,187.18856028750355
92,1,22,409.6173962611163
93,3,13,303.77071900311233
94,0,17,289.97959655879464
95,24,19,178.44241544367802
96,4,6,192.84780115769806
97,18,20,409.65750807756456
98,15,24,229.05980325309375
99,6,15,329.29626851539257
