id,source,destination,bitrate
0,18,22,153.007345439061
1,22,24,164.93155959178728
2,19,25,356.0484894355078
3,25,1,317.7665986839753
4,13,21,306.70969142163733
5,16,20,151.60182032706663
6,13,15,132.5137512051999
7,11,20,273.505440786515
8,4,13,364.28907063048314
9,16,20,372.10577859089085
10,25,17,333.23749192990135
11,13,23,283.3490794733568
12,10,7,218.77968787429515
13,14,7,220.8668099942361
14,19,21,317.0396550685164
15,0,15,241.42217552799477
16,15,6,189.57535158299848
17,10,8,216.19614138399888
18,8,17,361.78032978563954
19,6,2,301.4899692618431
20,13,15,368.6230037020597
21,7,22,382.427187747561
22,22,15,343.0915947065674
23,2,9,135.95464537231481
24,22,7,262.8954592817266
25,18,11,348.6294093810595
26,16,11,312.74443042210186
27,17,10,377.1109912093595
28,14,8,361.0522429957618
29,7,3,213.11318822045783
30,3,23,234.4743257143365
31,22,5,382.1827455258368
32,23,15,200.37552699160707
33,18,24,369.11681669639876
34,9,3,327.27736504422137
35,7,11,226.25757808204685
36,0,22,228.8543029501824
37,8,1,171.97841474140895
38,9,22,311.960552778083
39,24,15,340.4213550628471
40,18,9,132.90338735776797
41,14,10,288.780748108606
42,8,15,145.5203827803364
43,12,15,150.9738851050071
44,20,21,320.7377168182476
45,4,25,179.895697733997
46,2,7,229.54730650026224
47,24,13,314.9152797521437
48,25,19,327.31962775936313
49,16,12,387.00583479206597
50,9,18,276.30023881399495
51,18,19,231.56361398214216
52,23,3,333.42236484332227
53,6,8,338.4876707848235
54,7,5,183.05194167901107
55,5,0,153.79612989535588
56,22,19,277.88702821665294
57,1,7,226.14111590790918
58,9,22,364.2295808442951
59,21,7,153.7417373922895
60,18,21,338.3451685456665
61,3,17,270.80577244310257
62,4,8,343.02644324610446
63,1,5,152.92242177362922
64,23,18,328.178968914363
65,3,14,276.1551771555098
66,12,8,361.78896017652295
67,15,14,309.99965794373855
68,1,13,327.56706311680597
69,8,0,329.9034278125717
70,21,18,205.96555585043052
71,24,21,135.48740037931609
72,1,24,320.26753693834695
73,16,20,286.1065195911461
74,5,18,221.30992615129864
75,15,2,341.11889894588035
76,13,10,244.76782051396737
77,3,5,351.24064127211636
78,22,15,264.6842149397712
79,12,24,348.80037312274266
80,14,2,140.96261515938698
81,10,3,213.90487411707488
82,0,21,299.52341967114904
83,13,1,284.207336696891
84,11,19,301.47582546173226
85,14,24,339.25992988520983
86,8,17,197.7861582270806
87,14,22,224.12562073566778
88,0,20,169.2388339383089
89,22,5,208.14329020298408
90,0,17,311.83087119374835
91,7,3,159.6065340285973
92,20,4,168.9051892275445
93,9,16,366.4104169141688
94,15,7,268.0780020471853
95,4,12,311.2672611083863
96,16,23,328.38536841263044
97,8,24,151.13511853069258
98,25,16,242.20708605666584
99,9,23,130.52841089931533
