id,source,destination,bitrate
0,12,19,367.22823957586274
1,10,25,258.549795259734
2,14,22,136.27991070689612
3,4,0,386.42123106549184
4,16,8,176.81579406197622
5,14,19,264.38401520650706
6,13,21,312.61585377581434
7,20,10,136.90721774596076
8,11,1,356.44278262378185
9,14,7,369.639734941681
10,12,23,304.68556116865693
11,11,13,163.1709429067265
12,22,3,365.1194004830942
13,19,6,237.06369291774084
14,18,25,315.8207603248741
15,4,15,147.13270419507876
16,21,17,240.07272087658666
17,14,3,193.64968268728907
18,17,7,364.88156463249055
19,5,24,209.39134117710725
20,13,22,171.89620611706894
21,10,12,190.74338467556277
22,23,8,212.0389298301148
23,3,21,367.2122192179817
24,20,23,321.46638734081097
25,25,22,166.7546373497273
26,18,24,211.8624037582363
27,20,10,157.82163656470055
28,23,12,384.2007431860159
29,25,7,285.4289988603702
30,3,9,226.00260727559711
31,2,10,174.53670015422725
32,23,3,202.4629525899677
33,4,10,263.81268813893314
34,23,0,335.0026302577531
35,18,17,154.56719704316006
36,13,10,269.237338530211
37,25,4,369.9201053420972
38,19,18,364.66142387576457
39,12,0,171.17644822617714
40,10,4,294.1280208383115
41,15,21,213.10475022935643
42,19,9,185.04764663709508
43,21,25,394.59413007622857
44,10,9,342.6033481644973
45,3,8,375.9900403941514
46,20,6,301.8543490251051
47,22,12,237.19418513990772
48,4,22,251.0076690195822
49,25,7,388.99021606220373
50,5,15,404.8103127151123
51,21,5,240.03488770797452
52,12,10,326.3861731088701
53,15,11,369.512444777203
54,2,16,272.33310592025674
55,22,6,233.50749113706607
56,3,4,272.74128639895184
57,25,18,397.4746383297878
58,9,14,380.73783799092166
59,4,14,334.3159680708066
60,4,6,236.59826320503018
61,6,23,394.41354692319186
62,23,18,261.34726976288135
63,25,4,369.85687251561313
64,21,5,283.11219428324205
65,11,15,169.23291258470005
66,3,16,153.64887773015263
67,13,4,339.97591452461114
68,1,3,220.47051422482338
69,15,9,272.276754846215
70,20,23,195.59928460647296
71,22,25,405.08964895368274
72,14,20,405.59246867908763
73,20,14,231.5547266722811
74,3,2,139.34788718232127
75,20,21,304.91729840715414
76,0,18,212.6105793448947
77,15,8,334.70232731096314
78,5,12,339.9645682045393
79,22,13,358.84405892300435
80,4,3,334.42193258124615
81,22,25,158.48995572246716
82,12,22,199.16589113835184
83,17,25,272.214335833734
84,2,16,304.40390602455903
85,22,25,320.8804961312171
86,24,6,397.1953945613279
87,19,22,198.8206941625226
88,17,14,136.32123089561887
89,1,4,177.24623378594646
90,20,5,207.32619971676183
91,8,24,329.04574442686396
92,3,16,163.75353451885616
93,17,5,260.99709591939694
94,0,7,364.3410759834459
95,16,25,150.05169838260926
96,17,14,364.8103239943904
97,15,22,334.7778253146403
98,11,19,315.48026090108044
99,6,22,312.8823457105566
