id,source,destination,bitrate
0,20,5,358.1877774642112
1,15,9,184.96602222831737
2,10,14,190.16270217183475
3,11,0,146.35935868964293
4,6,12,174.55801590677896
5,20,15,296.8976724324691
6,15,13,356.06603799248165
7,5,2,291.9178388199424
8,25,24,138.56157601311278
9,1,8,226.1584620568342
10,9,5,306.8565738743929
11,23,24,317.6710637400963
12,16,3,311.64674906395845
13,8,24,166.76136015186114
14,17,24,250.0324385893481
15,23,14,382.53894838437316
16,13,3,200.4852405517261
17,1,14,229.75051140293553
18,2,14,244.99323994517292
19,25,7,387.31468179336764
20,18,22,374.80128398590483
21,19,20,364.38697093561626
22,19,4,185.38260016357702
23,25,1,197.64190564578166
24,17,8,245.04713321454523
25,5,10,306.68849334716276
26,18,8,225.96574551168962
27,3,4,353.9299738655126
28,8,20,148.4704438391973
29,4,7,361.88600639304616
30,10,7,366.9304684351071
31,4,18,291.6591055992975
32,13,12,338.1514484985915
33,20,25,153.5053879011092
34,16,23,262.5406988750123
35,11,14,359.80432558314095
36,18,0,236.76365700539705
37,14,20,372.66298252560085
38,25,17,150.8727754774356
39,13,6,199.67819400042282
40,10,9,218.10764469901983
41,18,4,311.8473585024993
42,25,10,291.79971201328493
43,3,20,143.2769448244514
44,3,5,135.29455844466517
45,0,13,281.0122456428306
46,4,20,359.1873983744594
47,8,2,182.23632055949437
48,2,11,213.32587864621874
49,12,20,146.4063492144237
50,22,24,369.18761282042755
51,20,2,270.6006387465093
52,6,15,130.89450205573488
53,18,7,172.14612128174667
54,14,0,357.2357951962461
55,10,3,361.1644488041043
56,4,15,358.49443118157853
57,12,2,205.49706703843657
58,10,11,163.93913060665224
59,12,24,174.26002385504248
60,21,4,343.0564725524041
61,18,0,305.0713026056148
62,5,14,345.94734003709164
63,6,20,369.2502433008344
64,19,21,264.5699388175531
65,2,3,200.34508883603584
66,3,18,380.1253131812101
67,13,10,244.90825738440876
68,8,20,210.97026730119015
69,17,19,210.60682967907982
70,19,9,369.6210583402757
71,9,6,347.9488628820264
72,16,6,330.31823873634653
73,20,1,226.19567758805067
74,12,3,294.5342932965352
75,20,19,294.645431506732
76,0,11,304.71111808731933
77,12,18,172.11345239375842
78,17,21,250.16560111171418
79,15,24,382.0787406311643
80,18,2,135.6310067106411
81,6,1,215.82823748375023
82,16,9,260.1022704003712
83,13,22,384.4827517750132
84,20,17,156.11141906454736
85,4,8,332.0352004997307
86,2,16,231.61280416644718
87,17,10,180.29258784705596
88,20,24,324.81733769205556
89,22,13,231.4371228952944
90,7,2,148.0958141123397
91,14,19,166.3228002338031
92,9,21,147.9514982981514
93,0,22,168.7851857095525
94,0,5,361.03994135111157
95,16,25,245.04447050313738
96,11,4,184.73032997960965
97,3,24,371.2707053461064
98,25,13,239.2407344766834
99,2,8,304.9827463062934
