id,source,destination,bitrate
0,8,1,300.9120066496239
1,19,1,334.9492303259247
2,23,2,377.2406681023848
3,27,18,277.0611920899873
4,7,4,271.11502747881514
5,16,20,229.60295758338677
6,10,8,247.47638929281135
7,20,0,364.3463990556927
8,22,27,369.8140784540326
9,7,1,143.6199417333087
10,19,11,138.35764427725715
11,18,24,300.40643985688945
12,13,25,258.1757073036569
13,2,11,343.6910596317404
14,21,24,332.83844135822204
15,9,13,258.5957169727653
16,8,15,215.62980612032214
17,26,25,178.23565302949888
18,13,0,289.83833542832843
19,17,1,146.37555542222083
20,3,1,305.7191390552899
21,25,23,140.95051146058307
22,7,3,319.20385272978893
23,8,24,269.2223824474595
24,5,13,298.22335300354825
25,17,0,146.7647529342302
26,25,23,164.8075144428463
27,3,4,284.30735912166045
28,27,23,140.6132156877135
29,22,1,247.6804878405218
30,6,16,159.7127175966622
31,14,3,272.37091414747033
32,14,22,149.23293073775463
33,2,1,244.54691549171343
34,16,8,255.4577389037544
35,6,25,234.31730052035599
36,3,22,192.2722041325463
37,0,18,140.5399670976182
38,11,17,194.36491816286102
39,11,14,361.9317534530908
40,13,19,372.0839997724976
41,0,6,300.42946610524353
42,0,10,322.00922652615907
43,25,27,359.61990757308166
44,12,5,337.8489184028282
45,26,13,218.540427883733
46,26,4,279.2307442043675
47,18,2,253.72068550563836
48,26,4,213.02766077849358
49,1,8,138.32135107152604
50,13,3,274.2318315999074
51,20,18,244.81329194383292
52,2,25,388.52591668371673
53,14,18,149.52244210226104
54,14,3,359.4374241557651
55,0,23,143.87289648389702
56,7,17,330.2443875102561
57,26,22,154.4317025922749
58,22,27,388.84406351467993
59,0,10,326.2597985404768
60,22,2,359.00063662096755
61,1,8,191.60392142710103
62,16,1,338.29276534677894
63,20,26,234.55597481057998
64,12,25,301.7452683846016
65,15,20,311.19894733903357
66,2,6,351.45789145970946
67,14,21,333.0350795473049
68,12,19,273.6999250267282
69,9,3,385.6064090975148
70,3,4,260.86191253646825
71,9,1,298.3157846472957
72,18,8,296.10113349156046
73,26,5,210.4706859157108
74,5,6,279.5098074735232
75,18,19,359.9612435228367
76,18,3,329.46686033858003
77,25,0,285.18742648563216
78,26,8,375.3299877659961
79,27,21,279.83236093892936
80,6,14,140.2757975229255
81,14,26,306.9064678711853
82,3,2,189.34909632249975
83,26,5,152.2120199746531
84,25,21,346.2621639628836
85,27,17,165.30195945807077
86,11,21,213.8619371622484
87,16,19,326.73752756519053
88,18,14,396.56994991125515
89,2,14,170.53078437798453
90,26,17,380.2587465475944
91,18,9,346.35441644199625
92,26,27,141.07738479824383
93,12,8,316.599424281441
94,4,5,314.5045461363566
95,11,16,284.6627260476757
96,7,18,383.08134254856907
97,11,14,303.56324733364215
98,5,1,316.90035998436304
99,17,1,221.18696213846812
