id,source,destination,bitrate
0,21,13,341.39811081898745
1,15,27,289.60235886419446
2,5,21,224.68093883678398
3,25,9,246.72241527291152
4,13,11,163.09377075360868
5,12,26,271.8768645717833
6,0,17,211.85609122205886
7,7,2,351.94797773277793
8,8,22,203.26033213917637
9,12,19,151.90435959336818
10,8,4,341.3129200473742
11,5,18,262.7901474483847
12,22,16,139.13535906309275
13,14,26,401.63111931392683
14,7,22,176.04596398504808
15,27,26,200.40418255314515
16,23,15,233.1498833115937
17,13,27,179.2778848169895
18,6,26,341.36330355775937
19,21,6,386.87058801688266
20,13,25,198.03926294500755
21,9,8,143.53454469859233
22,14,7,349.10746467311753
23,21,20,335.39482565427875
24,0,15,162.58838345364757
25,22,12,246.1609321820878
26,12,22,381.97738824052954
27,19,8,390.648436780163
28,17,1,168.44575067620133
29,7,15,248.7590646721479
30,21,25,344.1469095944204
31,23,25,379.6305917407358
32,8,16,135.37167938966215
33,9,12,265.08885411734485
34,17,1,178.9619103436719
35,8,5,195.63243475933652
36,10,14,306.8343493790957
37,10,22,165.90375103771112
38,4,8,285.1612892152408
39,1,4,243.29022753366272
40,23,11,230.46322438097695
41,8,19,233.5687709928001
42,10,13,314.32581669984603
43,23,15,243.56753614328247
44,27,21,327.1275304527449
45,6,4,151.6029803841703
46,5,1,214.19658527591758
47,5,22,224.77417997459233
48,3,15,284.45257654142546
49,11,22,286.9200083163909
50,14,15,303.688102441844
51,27,4,384.5928266037797
52,2,6,255.1111954080051
53,26,5,197.27484283864294
54,18,21,227.9523534295096
55,18,0,208.78303974126342
56,18,5,401.5671221906929
57,7,24,160.0748933651182
58,3,10,368.4145847155973
59,21,3,232.66139986065082
60,18,3,262.339246646594
61,0,2,187.73579317587345
62,21,15,380.0146454646751
63,8,19,352.5977684803764
64,1,20,249.4018564349934
65,10,23,289.5365246543716
66,6,27,178.58531339714293
67,9,10,357.36003042759717
68,2,17,393.03825791822663
69,2,12,265.62540683435685
70,7,24,195.96285037338401
71,0,27,164.88504909785289
72,12,24,189.4604076921883
73,20,24,233.57943513678822
74,9,15,176.6700522929594
75,25,9,390.56970137438714
76,11,21,178.59126857083868
77,16,6,262.89708977988033
78,12,15,290.4327813031101
79,19,13,330.4273004110618
80,13,25,395.74454879646856
81,5,13,346.891224490955
82,1,16,165.5347446543337
83,21,7,295.502462182125
84,16,20,306.17991667204245
85,9,14,162.99728031105792
86,25,15,161.97249850955228
87,4,21,187.22371400625983
88,16,13,219.3175290265803
89,1,17,330.72856136966044
90,16,3,148.77571579633278
91,13,3,281.46650953969197
92,23,18,363.19690532066113
93,8,18,257.358500977296
94,16,0,400.40840817561246
95,21,14,390.1683747741603
96,26,12,198.17108525959577
97,13,22,162.9151869141542
98,18,23,244.18473916739953
99,21,14,394.9726779255357
