id,source,destination,bitrate
0,26,4,404.91781734632036
1,6,5,398.36983236570234
2,5,20,390.3235952739968
3,3,24,309.50008052096877
4,26,11,304.4529358836641
5,19,3,289.7467876698343
6,13,5,175.39770873050676
7,9,5,415.52935921114306
8,11,3,331.6047212032307
9,26,17,233.85789172983655
10,17,7,342.70819343444896
11,5,3,270.6821519204934
12,0,6,345.77453100921116
13,5,0,201.57652212334796
14,13,18,404.1209755941438
15,3,8,142.14495707655223
16,12,8,379.27480565488264
17,1,13,164.93760384656267
18,27,2,148.01674611963367
19,24,0,304.2921447871606
20,12,6,168.10257005542528
21,1,10,414.89427982149664
22,9,18,151.03929002111883
23,5,13,211.56222873756755
24,8,12,203.92077730163018
25,27,3,218.3557780278873
26,18,8,195.56774776810963
27,7,17,292.9606872889054
28,7,18,332.07227230755814
29,12,24,402.0603496965063
30,1,5,231.38348999991263
31,23,19,357.5010550857219
32,3,22,254.23030569891898
33,23,19,217.52566593443956
34,14,22,183.01968094423853
35,15,5,410.04041639675233
36,5,18,170.28952027006375
37,7,11,276.46951064085596
38,24,18,245.59234335753337
39,4,26,159.14164050333378
40,13,14,392.85162015791286
41,10,26,367.8651987755662
42,27,5,301.5594770957627
43,9,11,367.6855165832781
44,15,8,348.4564121314607
45,20,18,404.0880379600498
46,14,23,145.25787168995615
47,27,17,317.97858286990373
48,26,0,244.95756889662704
49,15,11,403.9071096332638
50,5,1,145.68889112812943
51,21,22,142.67889832549056
52,26,27,339.67593970931154
53,1,5,351.7570999277467
54,2,11,412.0148100842796
55,19,1,223.49389717312386
56,17,18,231.2817179836265
57,7,5,346.03571269019835
58,6,7,261.6147500849713
59,0,5,200.85621388630378
60,2,1,264.3012811934332
61,20,25,270.43925805657267
62,27,1,262.84265404161437
63,23,7,360.06802970943613
64,10,25,239.2085929578599
65,27,12,217.85045714596683
66,26,17,318.30471453778733
67,22,25,239.89442455659614
68,6,24,358.83669677146855
69,5,9,206.37575709156496
70,5,18,279.568212496919
71,0,25,184.41242808423883
72,11,18,147.47065017867297
73,7,3,368.1753191080962
74,24,8,234.53547092035518
75,18,1,195.26611989257484
76,10,24,415.3499764922268
77,10,27,278.49411069682543
78,19,4,350.64771899923915
79,4,7,181.21475709885698
80,6,2,281.421666521031
81,9,18,300.83378042053226
82,5,2,237.3896043794913
83,5,19,275.55362547443696
84,2,18,368.25902362056667
85,10,19,298.54619806569286
86,4,5,347.8706247699797
87,2,22,298.1372130632222
88,15,11,172.65478441787997
89,12,4,395.98810613742813
90,15,10,237.20489522980566
91,27,16,376.4259987284337
92,12,3,229.10495430009502
93,0,19,388.2520320083651
94,14,25,180.88555073115342
95,0,18,147.6044316519496
96,21,23,195.17296280719273
97,10,27,234.24235896032798
98,1,6,233.9625562738035
99,3,2,389.8377891652989
