id,source,destination,bitrate
0,13,2,261.0790644223922
1,27,3,364.51854928063227
2,13,10,385.83390635817256
3,4,6,343.31554842303757
4,23,5,362.13283815233603
5,17,26,288.2921144363047
6,6,13,245.83419003707988
7,14,21,295.081560329414
8,5,21,401.6771525300447
9,21,20,328.68284147162404
10,26,24,165.70073789746203
11,25,6,223.8683610493133
12,7,15,143.48302075240443
13,13,20,265.63542288718213
14,22,12,384.095790836964
15,4,20,215.71182014774553
16,13,7,366.3568299571752
17,17,7,156.2092032932417
18,25,14,186.84540051874794
19,14,19,396.7522636566598
20,14,5,319.25018147297163
21,24,7,232.53286454025388
22,7,8,361.97266949382475
23,9,7,346.9211061593914
24,17,2,243.35185012881104
25,12,22,214.53410137094622
26,13,10,158.3081570638228
27,1,6,286.95275094111395
28,18,22,393.7810071667785
29,0,11,295.865192916817
30,17,23,273.93368828125097
31,7,8,305.4060631554397
32,12,10,148.5037179291403
33,4,19,294.88460772489935
34,18,21,259.7981623284923
35,13,4,325.8632581335379
36,8,12,152.60260985887516
37,10,24,293.81320518041764
38,26,13,417.96700837076446
39,0,23,270.77398255336715
40,7,20,244.07947286048213
41,0,7,379.75663508807673
42,4,7,335.78490963887447
43,3,18,376.3191199280102
44,8,24,387.16976676402265
45,19,23,344.41728176872016
46,3,18,240.8944317117879
47,21,12,351.31255191275153
48,18,22,160.79404359147597
49,24,9,341.3604419156691
50,25,1,300.0636454143836
51,11,2,356.2392359063555
52,27,13,138.51880179300736
53,11,20,258.7866731755776
54,5,23,283.88009533460115
55,25,17,366.73244585330474
56,26,23,292.81061145090837
57,27,7,260.84090493561484
58,7,24,305.99088752584385
59,0,15,247.2170509690204
60,6,11,304.23397121866964
61,19,22,229.98116889181318
62,6,2,301.7216173249878
63,17,24,298.1685663684138
64,22,15,368.7301721244733
65,9,7,159.14182394406572
66,21,18,242.22911406556668
67,16,11,334.74641278025206
68,22,14,257.542497540545
69,7,3,235.1535854526026
70,23,17,176.94041582435707
71,23,15,209.8057896302389
72,26,6,177.68578465185303
73,5,9,261.20201494735886
74,1,17,230.37737717641153
75,27,24,354.5279886495411
76,18,9,125.29582737884694
77,10,5,295.433906975977
78,3,26,317.9690145054357
79,2,18,297.12386501280304
80,25,18,188.00700154376406
81,3,17,199.11554545108388
82,16,12,404.6841743252405
83,27,18,245.11262807375346
84,19,1,348.89466955452747
85,6,20,361.4106279303781
86,2,5,384.2678621626987
87,2,5,325.62525784037
88,22,19,285.289710281099
89,7,9,154.5189735203729
90,21,7,164.26533373326424
91,3,17,283.14518154130366
92,26,4,228.04542628975403
93,25,9,184.91025788461366
94,3,14,302.6715522622292
95,16,17,223.43554215922234
96,19,1,166.60739732966667
97,8,0,344.7058323435508
98,26,27,369.777987222693
99,21,26,381.95930424843624
