id,source,destination,bitrate
0,6,2,309.37557176747464
1,6,26,366.0590422611376
2,26,27,249.76907183414204
3,2,12,152.3719894698548
4,19,20,154.79100799274389
5,9,20,163.3979560189813
6,27,23,160.50234416139529
7,14,13,152.34844355955784
8,16,6,352.80970322034153
9,20,13,288.09654456527943
10,23,11,151.31776060975952
11,8,0,355.2661207221573
12,14,19,287.3507290598848
13,5,1,270.8054117229275
14,23,12,182.34749680696683
15,4,19,367.0290973967657
16,0,17,255.62365594143745
17,27,15,394.2813695704892
18,1,5,268.85233556775586
19,19,2,376.65747755745537
20,12,16,141.35598476118702
21,2,6,225.20807611290834
22,14,7,204.04528227337536
23,10,11,180.39994422219078
24,11,12,203.48516545580603
25,17,2,295.53888497910134
26,6,27,138.7925998693847
27,3,2,368.55124852077176
28,0,12,190.07424500209217
29,24,13,211.7331513408166
30,21,10,312.139825502225
31,15,17,296.12153092472533
32,12,3,255.9438847965084
33,14,2,209.25308836386256
34,9,8,236.57351619584264
35,23,5,151.952938266567
36,1,4,246.98829720860607
37,16,1,236.6427882935645
38,8,9,285.41590002962425
39,14,6,217.74396476021766
40,12,15,171.3888260852618
41,4,14,171.91968570692606
42,16,5,366.84718882018853
43,0,26,160.87666955634822
44,2,15,356.1276283323851
45,26,5,320.8587197939799
46,6,8,353.29053518606366
47,5,18,279.3367142262258
48,23,26,253.0029183607798
49,21,19,388.99165582645514
50,24,13,213.77067234580977
51,7,3,323.3563673015499
52,17,21,195.3095427659409
53,0,10,276.4324373846503
54,24,14,334.29254978324235
55,25,22,306.95183174076277
56,23,20,323.20799285883646
57,21,3,274.52797984732445
58,22,1,301.87712811737725
59,7,12,306.06350530331304
60,25,4,403.94967164879625
61,24,0,261.0016830143869
62,4,2,323.2185138982443
63,7,20,198.0527871815346
64,21,5,247.21765141714673
65,21,27,271.4903115904229
66,24,10,138.41774698362337
67,3,21,290.9596105949692
68,18,4,274.18162901125675
69,20,24,315.2395451276247
70,18,4,161.10226526615153
71,12,14,331.32584170633714
72,17,18,149.16757246407278
73,21,8,401.00589702769327
74,19,17,285.7416049248346
75,27,0,323.4794495228434
76,1,27,179.20629259692535
77,19,22,146.90557269026388
78,26,17,363.57451115454984
79,19,22,385.5953538658967
80,9,20,309.3770946054239
81,19,10,238.52851166117375
82,17,20,312.8876973765358
83,2,9,358.3712223533606
84,20,17,290.81014166411234
85,25,24,293.2111452303589
86,20,14,374.34796802106814
87,5,7,258.352252723274
88,14,12,274.3674790313856
89,17,24,203.60487668341398
90,19,14,144.65282495475745
91,24,2,266.2740121916916
92,23,20,157.9082338691452
93,19,17,306.7246120000191
94,17,4,269.08665736004093
95,13,16,334.17054243973973
96,27,4,383.02272889572794
97,16,18,244.00887521480126
98,23,1,306.4436189915503
99,21,16,244.58111691966909
