id,source,destination,bitrate
0,20,6,215.50825446916738
1,19,20,268.0000480358762
2,20,17,294.1499203006143
3,9,15,343.3254327909066
4,12,9,355.78790761992366
5,22,1,153.73409957096987
6,13,15,275.6916473280977
7,10,19,198.12408315161568
8,22,10,234.2967824496865
9,4,24,262.89393667339533
10,17,3,299.47797988175324
11,14,3,207.81370787527467
12,7,4,278.1578095906618
13,9,12,146.0266953132462
14,7,5,267.2864461109463
15,23,10,320.5284884833601
16,5,15,382.31675016360145
17,15,9,283.3600590846611
18,2,12,135.77241618171414
19,7,6,281.1375885710189
20,1,9,247.4054210866032
21,20,21,327.8503884482035
22,17,0,223.89794825301396
23,4,8,273.01712615347043
24,12,11,382.49029239673916
25,1,18,263.17522815929567
26,11,17,192.54542346306337
27,12,16,153.27093170273665
28,17,8,382.41076104774675
29,19,3,356.126420498581
30,12,11,161.90753536405597
31,11,24,314.4359558418111
32,19,16,195.03372342094653
33,1,4,296.2945678177962
34,16,14,286.1116608082286
35,16,4,330.9442875115185
36,10,5,332.9165689564648
37,23,9,333.31310546516346
38,16,17,241.67619937871248
39,18,9,363.8982246636537
40,11,10,135.42174867710838
41,18,9,269.486968540858
42,15,8,327.76149164499947
43,7,23,319.6301192392613
44,15,5,323.785252524952
45,23,19,338.8131394955657
46,21,7,176.85384261941957
47,22,3,320.13571442600437
48,14,10,135.02531993195996
49,13,22,179.91552950752467
50,16,24,264.72066648828803
51,23,1,285.55004548769926
52,6,17,302.4792486032678
53,15,16,348.8491190269854
54,5,14,233.8706129265787
55,17,11,241.83099296763865
56,15,6,332.963983283974
57,17,9,220.58391719516996
58,24,9,229.09048989429402
59,22,15,359.20155397909303
60,11,17,288.63192256421996
61,3,18,223.74236783180226
62,12,11,255.09282094571046
63,1,9,226.3826849977665
64,14,20,244.3819931820815
65,15,6,376.69658864377107
66,8,17,306.7023758279622
67,3,19,174.02911538901606
68,7,1,208.1688331710744
69,20,7,203.0723695708804
70,13,10,161.2830820836413
71,21,24,161.8936444519965
72,17,5,130.6349052632586
73,15,20,345.8517903593618
74,9,10,379.16096145436387
75,1,24,343.0215565479172
76,18,7,345.76262377147464
77,23,1,374.3568317472536
78,5,1,268.1026001145655
79,5,23,294.25418039234523
80,0,9,140.6562048867939
81,3,10,330.1618312388789
82,20,17,280.48306917774255
83,4,16,293.7300180460535
84,6,25,218.07985366490243
85,5,23,238.60469699103038
86,8,22,343.1163975549929
87,23,10,132.91413861875074
88,21,24,317.2939956392301
89,19,20,187.25658287449062
90,16,10,269.9813084896443
91,21,3,263.2311725682156
92,15,10,174.41444188999216
93,8,12,129.93776109534858
94,24,8,277.908506044249
95,18,23,229.44015821477115
96,8,20,132.86047481011437
97,7,1,359.0516653331369
98,9,5,283.9432155738326
99,16,22,356.0188746555877
