id,source,destination,bitrate
0,4,22,368.31933481462966
1,23,7,314.31053603016665
2,16,18,246.36103499509832
3,11,14,403.2639250000807
4,22,13,185.05692050835736
5,2,1,162.46530062696397
6,15,6,179.00470672907878
7,11,21,160.14265251954944
8,18,17,274.1697694038321
9,12,27,403.9736630443766
10,15,20,337.1931004561713
11,22,15,287.24864241775464
12,4,16,189.84832910679137
13,22,14,303.70182734019573
14,16,27,379.5603382869845
15,22,6,175.97204306315095
16,1,23,298.2608953690646
17,11,3,328.60604780074846
18,3,11,276.3191719494731
19,1,16,235.46454358999094
20,11,9,176.54029128415152
21,9,15,238.82544508987547
22,4,25,184.53313078010936
23,1,9,278.8457253408871
24,5,26,208.55305931886326
25,3,17,135.60058208914467
26,27,1,157.16905966360093
27,18,9,301.1821392547475
28,10,25,289.6336696243223
29,26,23,298.58736419836004
30,24,4,178.7623700287214
31,14,24,355.5418824563003
32,14,4,366.0116115577293
33,25,19,165.14805307603967
34,12,7,276.51908930732515
35,17,1,252.1656538541625
36,8,20,390.245616472874
37,22,0,192.30681251767203
38,25,24,352.7983314292642
39,20,3,327.5957542251628
40,6,19,163.5047573702372
41,24,1,333.4198894832001
42,6,24,314.56993578617136
43,0,3,309.6235275063292
44,0,8,198.29221378942665
45,26,22,220.8646795675145
46,2,25,287.9760350922694
47,10,12,344.4290572081864
48,15,27,149.27846505386364
49,13,5,253.16066407132988
50,27,16,144.22986447987432
51,8,2,265.9079602755869
52,17,5,168.66018824310413
53,5,8,184.47424289073876
54,9,13,187.66709879042264
55,19,10,154.40555789220198
56,22,1,143.83120513982635
57,3,10,268.5902834774038
58,10,8,276.7969752289508
59,1,6,176.05129774363667
60,19,18,395.65325200764914
61,16,24,306.5093599235592
62,3,8,269.04305801844055
63,14,17,244.0318635739516
64,15,0,157.2719946762751
65,7,0,355.13570650404273
66,18,21,325.61844476814196
67,24,17,220.1644819888743
68,18,13,239.4816943715574
69,27,20,162.59424697398387
70,25,4,205.86767575080216
71,5,25,322.0592984700274
72,13,17,319.96075773325464
73,0,26,148.61125167359162
74,9,20,350.4006973147641
75,1,15,136.1738366394805
76,8,26,341.1059739381217
77,26,20,254.74856747523822
78,26,16,335.7723652727753
79,5,23,148.9381163398034
80,2,9,331.507413015051
81,22,3,271.2408004852864
82,17,8,384.6818399915207
83,19,16,205.68760135301227
84,10,20,371.1275135233413
85,22,14,395.7874282526148
86,21,10,219.7020251036677
87,14,19,206.12998051330402
88,22,4,140.69174532040802
89,15,0,344.13097661195724
90,5,13,367.94671043932084
91,22,15,377.2395800248623
92,2,25,319.6668736627058
93,0,26,319.5026844608892
94,3,11,368.52173181299503
95,11,12,341.42377960907197
96,25,22,400.8715942934313
97,14,11,176.692317149171
98,0,7,287.41941122014964
99,8,21,398.1800266467872
