id,source,destination,bitrate
0,4,1,249.11298839113616
1,8,4,155.1741799838503
2,14,13,295.4361489252001
3,10,7,398.6203729701089
4,5,25,343.7013827216105
5,18,17,192.15768499353848
6,13,27,165.73280377090327
7,27,6,303.9161335120034
8,26,14,298.5902723433791
9,23,13,138.5360948622173
10,10,13,219.43192972595713
11,18,4,211.26791998034264
12,13,1,135.26383440926836
13,23,24,298.6589277211209
14,13,16,146.6088750818696
15,25,22,300.8066762525
16,15,7,289.89041939485855
17,24,0,327.16969706483206
18,4,11,209.56417801762342
19,20,2,217.388600014788
20,21,9,300.6853681124214
21,14,27,379.2396379988719
22,18,0,392.73830386496815
23,24,4,295.34909093210894
24,25,27,197.8529970729069
25,14,22,351.73775215157605
26,2,12,351.9808353976685
27,1,9,317.4431990505607
28,8,22,396.1872374940993
29,18,25,322.2663613664717
30,2,19,371.415970837605
31,1,16,390.6332192025309
32,3,12,151.95766319226425
33,19,1,295.0553147544964
34,5,20,260.01767846435104
35,2,17,379.5089131997239
36,10,7,181.63985567830082
37,20,15,174.66783532961603
38,6,24,376.91133223623075
39,11,8,247.12886140528815
40,13,8,371.69626078632837
41,11,14,156.4731598290294
42,16,26,309.7722650397045
43,22,17,298.7297215059929
44,14,19,235.8973961419927
45,22,25,368.4987396976187
46,14,2,200.90799257491318
47,5,9,270.6542814796177
48,5,8,170.32107806313238
49,4,15,376.5253200552904
50,16,20,205.41648327597082
51,13,21,236.76764244626793
52,15,11,178.4787082715692
53,23,20,286.7530343544427
54,6,2,236.95280447782648
55,26,16,213.88886819835594
56,18,10,276.73787709772193
57,18,21,303.54738130281083
58,14,9,325.6067855614921
59,25,9,178.55897172203183
60,7,15,224.6799536554491
61,24,27,233.19850479077988
62,11,9,184.75705735531542
63,19,5,192.34901696757615
64,5,26,232.70115224985597
65,7,3,188.88529332041406
66,18,4,244.27792747335135
67,11,5,225.51417618403377
68,22,1,327.8043426799713
69,4,11,253.76560192176436
70,5,17,323.1667276102197
71,0,12,176.841530281903
72,4,14,400.7164429473802
73,0,23,187.26599975416232
74,10,20,309.15569374331295
75,9,24,298.9501447882127
76,4,25,365.7166463542933
77,14,10,387.25018668934865
78,15,1,386.9944910746728
79,17,3,368.11903150387667
80,12,19,144.16928818251503
81,11,2,289.9303327363903
82,19,20,154.72464242855833
83,16,7,336.4364649582787
84,0,2,203.52058217293458
85,21,2,289.8383310823901
86,6,15,271.32197071687705
87,19,16,344.1435821383467
88,11,12,366.30032968414133
89,27,13,381.78981827834343
90,11,0,268.0174904210352
91,11,9,254.8824889627044
92,2,6,327.6875076540647
93,13,25,389.9896362347045
94,5,25,233.90178076032387
95,13,4,386.97922461206775
96,2,4,341.0929813763244
97,15,27,238.0680265164819
98,2,18,249.30838188097275
99,0,13,165.4428811551016
