id,source,destination,bitrate
0,0,3,402.1891308477448
1,23,18,271.54434855202146
2,6,10,187.11520518710796
3,25,1,307.0978790268168
4,20,14,192.17016077500784
5,25,26,295.49775589403845
6,9,18,301.79506140249015
7,18,21,198.08678599171768
8,4,8,157.91534675059748
9,20,17,266.4231468289259
10,19,3,194.29758126435198
11,1,8,380.59594148699745
12,7,11,277.7456324277711
13,16,9,220.79889732812956
14,25,1,238.28943877943308
15,16,0,260.6971350011603
16,10,15,200.76349521926065
17,10,4,426.9831961298218
18,23,1,206.34649394961866
19,27,16,375.0624265673046
20,1,21,231.08065118432236
21,14,1,226.6091185608195
22,18,24,149.14373824681613
23,6,9,247.18251882449766
24,14,21,402.17340174107443
25,5,8,197.1203816135589
26,17,16,335.68957995376735
27,11,17,323.6168936449175
28,22,25,195.06584883822956
29,2,9,193.48680827675352
30,14,1,323.3119820700109
31,21,1,286.28585797641193
32,2,13,149.57145097504954
33,19,18,379.7659906787728
34,10,26,241.63129803784312
35,24,14,359.11198721309006
36,26,25,165.1731075824246
37,9,21,265.5344947875621
38,7,4,220.49056727504006
39,12,5,275.35546320821686
40,15,0,292.9829757194361
41,11,15,178.70768842533968
42,24,11,233.14937704407467
43,3,12,311.408764461825
44,20,2,328.5116074092698
45,18,13,281.0870165292482
46,5,15,326.5138282086735
47,6,26,229.08999538172367
48,18,25,280.0697992985682
49,21,2,195.54147635191467
50,18,19,178.30928350006738
51,3,26,328.0545081390636
52,12,2,241.14557982748207
53,26,19,337.0646963469282
54,20,21,307.077153118875
55,26,4,189.79565110198632
56,4,21,379.24231310530075
57,9,12,329.4322519060815
58,6,21,208.67509414220618
59,25,21,348.31438052127373
60,11,2,375.3090049727288
61,16,12,333.09755337746293
62,11,17,163.15671435916167
63,17,26,365.0346565916285
64,27,0,211.9800906710294
65,18,12,369.9203814280735
66,12,13,269.0963198565288
67,5,15,365.20311813217984
68,12,26,329.76241273058
69,9,27,184.2741311753459
70,2,20,138.70385371353285
71,15,21,384.5603829529235
72,4,20,163.42203950208977
73,19,13,387.4353387527425
74,16,13,292.97612840493383
75,11,7,276.6061868241578
76,0,18,338.3902674933595
77,16,8,383.43007334667925
78,1,18,147.29548729940424
79,18,15,173.48651279632443
80,23,16,387.9155977638501
81,2,16,323.4770791253544
82,15,20,200.09449936896098
83,1,10,366.1694964330445
84,14,16,285.63461435684525
85,11,25,280.0364169079914
86,1,22,202.71882273735775
87,25,18,408.9690309929018
88,15,18,338.0095596965037
89,9,25,349.1592470682677
90,15,2,224.5843676357626
91,8,4,209.38023215954135
92,27,8,243.14215630388517
93,5,18,312.3678193031537
94,25,5,270.1508724536741
95,5,25,305.4338165555474
96,2,4,241.6546368619911
97,24,13,306.4219219506615
98,14,23,364.3831684721147
99,23,26,334.6668550508153
